Total Revenue,Total Cost
1768324.56,1104302.34
858797.5,488934.25
99681.6,60039.24
34371.72,25493.28
116278.98,87441.96
1133419.42,668972.01
1529199.56,902571.18
1943225.34,1679762.14
3442258.77,2588583.54
3099625.83,2679377.43
190369.4,127541.48
4368939.6,2631456.69
1475280.4,839912.92
448829.55,300701.61
1990418.16,1242997.74
563666.24,184862.72
14452.17,10719.08
735978.65,510313.35
1683316.32,1051215.48
50512.62,37464.88
553845.7,326893.35
61590.1,41263.42
1459180.48,911244.72
288116.4,193028.88
3637113.69,3143992.49
339405,193231.5
207670,125081.75
502936.5,286333.95
399263.7,227310.51
50130.09,37181.16
293430.8,196589.36
1502455.26,959491.68
3876652.4,2334947.11
5199140.6,3909761.2
76086.15,56432.6
1513741.32,1308507.72
969052.7,551705.21
341958.32,237107.28
138941,96339
83811.39,62162.36
984480.2,560488.46
4326968.4,2606177.01
101210.85,67808.07
12520.86,9286.64
41098.65,30482.6
25352.96,8314.88
3184974.82,2395105.64
653494.4,214323.2
1354910.4,865267.2
77184.06,45555.93
1253680.08,782911.62
1688385.6,961238.88
1540255.6,927711.59
926824.96,547034.88
1620916,922826.8
514406.34,303615.27
561856.82,331621.71
99170.5,66441.1
3929116.4,2366546.71
730536.8,239590.4
373015.72,258641.88
37655.88,27929.12
2307237.03,1859933.28
290877.07,201688.53
694273.6,418168.04
585677.18,406097.22
3000066.4,1806970.46
2367211.44,1478301.66
4621.8,2727.9
2969899.6,1788800.69
1795141.95,1551755.95
85276.2,63248.8
48543.99,36004.76
3597718.8,2166942.57
113214.08,37130.24
692498.29,480164.91
1057586.8,636995.27
1035407.88,661227.84
1099995.2,662538.28
1129287.6,680181.39
65226.03,48377.72
5064460.17,4082613.92
438103.52,143682.56
63294.72,46945.28
462472.96,151674.88
1340135.5,762971.65
210861.28,131680.92
1630473.36,1018215.54
448592.3,300542.66
2121887.36,1325099.04
392886,263221.2
732831.68,240343.04
378129.05,253334.51
3578049.09,3092935.89
184027.52,60354.56
249439.96,172956.84
1299375.2,811447.8
255059.52,83650.56
969035.58,618841.44
112756.62,72008.16
944387.8,557400.9
1323116.24,826273.86
1169623.52,690340.56
415106.67,287826.93
59712,44288
1524482.61,1228931.36
468871.2,377971.2
605084.8,364448.72
57604.3,38593.06
85098.93,63117.32
161454.88,95294.64
757864.86,483984.48
3831719.64,3088864.64
91248.8,29926.4
598985.28,353535.84
761827.8,572895.6
2502095.6,1507037.59
575137.2,327439.56
3042633.31,2288064.62
1331795.76,831694.14
930830.52,549399.06
205782.36,165887.36
5440859.55,4386040.8
640242.24,399825.36
550128.4,343550.1
1791029.9,1019676.77
28802.15,19296.53
395116.15,264715.33
766137.02,531224.58
30621.06,22711.44
1020031.26,602047.53
378983.15,253906.73
1316409.2,792886.63
4089568.8,2463188.82
81092.05,54329.11
63434.67,47049.08
1723560.3,981264.69
570550.8,356303.7
180807.3,115466.4
33664.4,20276.41
515107.11,415243.36
1847716.64,1153881.96
235086.81,189510.56
342374.24,112286.72
3620076.39,2918252.64
6300456.75,5078988
497005.44,163000.32
832246.38,670898.88
5206423.95,4197055.2
748423.48,441737.94
3961469.2,2386033.13
91685.91,68002.84
1439488.68,1244322.28
3541320,2132973
1006578.08,330122.24
334357.43,231836.97
337938.9,226408.38
1203389.92,751505.88
47299.8,30206.4
3958593.87,3421886.27
1133187.92,707665.38
2468.4,1405.32
5126967.44,3855486.88
156524.96,92384.88
102838.92,65674.56
760661.11,527427.69
1018028.48,600865.44
1880397.2,1132582.33
761159.53,572393.06
1207060.38,770847.84
500262.4,284811.52
701127.06,413822.43
125562.72,41180.16
289998.08,181101.12
4245.15,3148.6
1456150.3,829021.69
56110.62,41616.88
661687.7,390544.35
284225.5,190422.1
3036764.22,2625038.62
682468.08,550158.08
128162.45,85864.79
2832763.5,2283576
33415.02,21339.36
658992.18,569645.78
728375.2,438707.78
40237.6,26957.92
948161.76,764341.76
1918603.17,1442792.34
2843111.6,1712434.99
64975.35,45052.65
4051177.41,3265776.16
124602,75049.05
1103055.6,664381.59
1038597.12,340623.36
2508126,1566301.5
85061.61,63089.64
776616.46,458378.13
965284.32,834410.72
4938125.43,3980771.68
1194965.68,746245.02
2391207.76,1493287.14
1949474.8,1174188.47
733299.48,468296.64
349103.04,222942.72
125558.9,74107.95
63108.5,42280.7
556336.11,385752.69
1106357.58,706537.44
383885.81,266178.99
389706.85,261091.27
1357656.84,867021.12
45549.06,33783.44
965221.08,616405.44
177615.69,153534.49
698627.04,229125.12
4609.02,3418.48
427374.57,369430.97
498326.28,318239.04
376121.46,260795.34
4109680,2475302
332886.29,230816.91
423947.7,241363.71
722411.47,500906.13
3021926.4,1820136.96
344262.24,297587.04
173104.14,120027.06
1127571.76,704158.14
5432393.82,4379216.32
4269332.76,3441637.76
3691115.61,3190672.81
315400.15,211308.13
83997.99,62300.76
2786583.45,2408777.45
1855375.04,1158664.56
563351.61,423641.22
459850.24,150814.72
297748.75,199482.25
460177.22,271607.91
1508202.36,1215807.36
4052406.8,2440805.77
181016,103056.8
133103.04,43653.12
2691658.2,2326722.2
1449204.84,925485.12
1463009.68,913636.02
4736250.33,3818034.08
396065.15,265351.13
31736.64,20267.52
1263409.4,719289.62
528466.18,366428.22
725915.3,413281.19
2831303.79,2447434.59
4833931.83,3896778.08
2675170.68,2156535.68
1489062.3,847759.29
205031.45,137364.59
2137470.8,1287420.37
51436.29,38149.96
44681.37,33139.88
5436952.29,4382891.04
420946.56,138055.68
55905.36,41464.64
163045.76,53473.28
1795580.4,1081496.31
89791.92,66598.08
70206.07,48679.53
406015.38,259287.84
4499861.1,3627473.6
1146943.86,732456.48
2288753.25,1978443.25
294800.11,204408.69
1346702.28,1085617.28
134947.8,90410.76
46677.99,34620.76
6279618.03,5062189.28
45670.35,33873.4
387295.02,334785.42
1009164.2,574541.66
3961310.43,3193331.68
6549.66,4857.84
1799979.28,1124070.42
91947.9,52348.17
1256801.46,802613.28
392549.19,272186.01
4269332.76,3441637.76
566961.01,393119.79
67379,45141.8
1059365.79,915736.59
2074076.8,1249237.52
1058813.92,347253.76
143882.94,91885.92
85238.88,63221.12
1067635.8,630144.9
612761.28,391319.04
100546.55,67363.01
2551013.04,1593084.06
78595.92,58294.08
1335114.4,833766.6
113672,68465.8
18647.85,12493.47
933878,531679.4
706474.12,489855.48
139670.3,79517.69
870130.88,513572.64
150615.2,94057.8
6395343.9,4809307.8
5805929.76,4366067.52
698748.33,563282.08
290557.16,171493.98
1401096.69,1211135.49
4197120,2527968
1288093.38,1038370.88
1636002.4,985380.86
3392152.89,2734516.64
414096.15,277431.33
1551289.53,1340965.13
224140.02,143139.36
230351.94,199120.74
352796.96,220318.44
70320.9,47112.78
248111.01,200009.76
1186030.88,740665.32
314507.84,103147.52
107568.9,68695.2
891699.28,526302.84
1233341.2,742853.93
1313515.56,775269.18
544240.07,377365.53
245598.65,170293.35
3573.39,2650.36
172718,115715.6
43449.81,32226.44
600225.12,416184.48
1721799.24,1387994.24
538759.98,344060.64
4372,2633.3
2681031.57,2161260.32
750388.44,479209.92
1535883.6,925078.29
5230518.72,4216478.72
5623849.56,4533554.56
383891.28,245159.04
83018.34,61574.16
2627632.35,2118213.6
4152629.78,3122783.56
317261.28,274246.88
46631.34,34586.16
1456750.4,877415.56
1409218.44,1136013.44
46062.21,34164.04
4640522.46,3740864.96
253833.8,144513.74
458993.44,286637.16
79194.5,45087.35
28185.3,18883.26
28503.15,21140.6
180568.92,156087.32
370822.42,218868.51
182525.2,113985.3
194877.15,130561.53
31423.44,23306.56
58937.61,43713.64
132907.45,89043.79
1494690.12,882202.86
3861024.09,3112487.84
1895709.28,1183852.92
330488.28,211055.04
563119.84,184683.52
1497410,901905.25
159751.26,102019.68
1051753.6,656810.4
53862.09,39949.16
127420.48,41789.44
380381.94,242917.92
325040.21,225376.59
3004875.6,1809867.09
2908955.07,2344996.32
4608613.17,3715141.92
334522.5,224119.5
2518041.36,1893570.72
5626454.4,4535654.4
12020.8,3942.4
1779510.7,1013118.61
363677.6,207050.48
1372762.26,876667.68
327642.25,219509.95
2664751.32,2148136.32
4028385.06,3247402.56
174845,99543.5
427516.5,252330.75
2217106.8,1384562.7
480515.2,273568.96
4158646.4,2504794.96
623682.4,355077.52
72251.52,53588.48
51576.24,38253.76
124879.44,107948.24
1946466.69,1569105.44
2877213.2,1732974.73
221538.9,126127.47
3722320.8,2241991.62
650407.34,450979.86
104495.6,59491.88
655331.1,418504.8
6172168.38,4975570.88
355378.56,116551.68
45138.54,33478.96
53875.04,17669.12
3586908.78,3100594.38
1828807.6,1101509.39
745200.72,475896.96
1272570.8,794708.7
599438.19,450778.38
1247159.1,710037.93
1225354.9,697624.27
470251.56,300310.08
504433.28,315013.92
343756.38,238354.02
1473364,887422.1
64469.79,51971.04
334617.4,224183.08
807166.8,459539.64
375444.22,221596.41
276872.2,157630.06
935788.77,754367.52
353514.83,265843.66
1292047.44,825121.92
101353.2,67903.44
21067.8,14114.76
762786.09,528901.11
1034187.24,660448.32
72615.39,53858.36
3959015.76,3422250.96
1162205,661671.5
1129821.42,976639.82
33569.34,24898.16
2326122.12,1875157.12
3119947.11,2515083.36
13808.4,10241.6
1006695.8,573136.34
394689.1,264429.22
1383318.9,1040257.8
1748038.6,995200.78
1436403.1,817779.13
3906819.2,2353116.88
1223285.6,736797.34
1393318.64,822370.92
3372616.59,2718767.84
311354.82,269141.22
470847.3,268064.79
78651.9,58335.6
44709.36,33160.64
2306710.08,1440519.12
3912052.58,2941869.16
93429.05,62594.51
173483.46,110789.28
2334280.32,1457736.48
1811394.2,1031270.66
3323974.98,2499633.96
6202775.25,5000244
520865.29,361157.91
4315687.66,3245403.32
301175.68,98775.04
49169.1,36468.4
1241605.2,706875.96
1739452.47,1503616.87
5859.24,4345.76
2397755.22,1932902.72
2302858.42,1731752.84
1085148.96,692993.28
1646636.67,1423385.07
709.08,525.92
319972.95,221863.05
188396.64,117651.96
5275323.38,3967050.76
2492298.64,1556417.46
703296.4,439202.1
64589.8,36772.54
375471.85,251554.27
880359.68,288727.04
49262.4,36537.6
177477.12,104751.36
757718.83,525387.57
40738.86,26016.48
4428879.21,3570252.96
2186473.2,1365432.3
1111240.14,709655.52
1113569.1,897681.6
287515.68,94295.04
1211681.9,715164.45
344487,230795.4
841018.88,275824.64
660623.59,458063.61
2842531.65,2291450.4
1152589.2,719781.3
903180.64,564027.96
2161966.32,1350127.98
2256747.79,1697077.58
40678.8,30171.2
2961703.08,2387518.08
84921.66,62985.84
44019.8,25061.54
538130.24,336057.36
56343.87,41789.88
432596.89,299954.31
38671.6,22016.68
1295624.19,1119962.99
2221329.48,1670442.96
1030043.2,620405.48
941010.08,308618.24
390909.96,249641.28
81329.3,54488.06
52285.32,38779.68
519014.37,418393.12
54991.02,40786.48
2852292.8,1717964.92
151708.4,91375.51
899757.6,541933.14
1723354.6,981147.58
334833.92,109813.76
90155,60401
1187032.3,700615.65
3469646.88,2796986.88
1014199.26,647683.68
850633.5,543228
779369.84,486709.26
866983.95,749437.95
1091429.43,943453.03
2921807.6,1759834.39
278944.49,193414.71
316540.29,219482.91
2708454,1631329.35
110872.3,63122.29
1791208.4,1078863.01
289160.3,193728.26
710699.52,443825.28
374278.74,239020.32
106962.32,66796.98
329371.9,228380.1
3351575.2,2018687.78
632508.47,438569.13
71747.7,53214.8
764053.04,477144.06
938977.32,599645.76
1141405.16,858338.32
11410.59,8463.16
77420.34,57422.16
2318958.81,1869382.56
4229910,2547717.75
1302492.4,741540.52
429491.15,297800.85
246692.55,165276.21
1070871.06,632054.43
1712863.9,975174.97
4012184.4,2416579.41
4263562.6,3206205.2
5761906.08,4644846.08
1642351.62,1323949.12
828380.62,488930.61
114686.65,76836.43
453755.33,341224.66
651519.74,384542.97
4007812.4,2413946.11
942321.44,309048.32
72372.81,53678.44
2236508.08,1396678.62
1496196.08,934360.62
130364.01,112689.21
3512626.74,2831634.24
956294.37,719134.74
158183.3,90057.59
1816224.69,1464113.44
1371442.12,809458.86
617061.5,427858.5
5995039.26,4832781.76
112378.75,77921.25
33541.35,24877.4
115350.95,77281.49
2735112.87,2364285.27
212602.8,125483.4
3115388.64,2511408.64
211628.46,135149.28
1218922.72,719438.16
1238186.7,790725.6
1600757.4,911350.02
6502267.1,4889714.2
82169.31,60944.44
1062089.64,626871.42
1217382.12,718528.86
1853112.71,1393543.42
2917420.8,2351820.8
623065.3,354726.19
192381.84,166298.64
889083.66,567782.88
49985.1,28457.73
800950.4,482420.56
82615.68,27095.04
2811411.89,2114185.78
594443.01,513848.21
408829.2,273902.64
38402.28,28482.72
1409532.8,848975.92
359531.2,117913.6
3667911.66,3170614.86
900788.82,531667.71
5473799.57,4116305.14
11186.67,8297.08
3225661.6,1942848.74
11774.46,8733.04
680791.14,401819.67
114620.72,71579.58
4363256,2628033.4
1167141.8,664482.14
4703689.83,3791786.08
4135834.71,3334020.96
148176.49,102742.71
904051.5,514698.45
393709.8,224148.54
2819431.13,2120216.26
1249477.62,797936.16
1154712.93,998156.53
310900.92,215572.68
1428759.12,912428.16
1128848.16,704955.24
491524.22,340813.38
76571.31,56792.44
1093826,645603
897091.38,529485.39
4023564.93,3478048.53
89273.8,50825.74
25545.54,18946.96
1966932.4,1228331.1
5612778.99,4524630.24
3776366.79,3044243.04
242907.36,155124.48
828842.8,489203.4
5729078.71,4308275.42
4055628.57,3505764.97
83727.42,62100.08
1755484.29,1517475.09
1987523.79,1718054.59
587556.97,407400.63
9300.2,6230.84
6255675.47,4704276.94
111270.25,74547.55
419744.48,137661.44
87123.18,55638.24
2750862.4,1656872.36
4421064.69,3563953.44
45521.07,33762.68
833618.66,492022.23
54716.2,31151.26
856209.12,534694.68
3657846.57,2948700.32
2451.9,1700.1
720810.88,236400.64
348899.85,233751.87
210600.02,124301.31
1485824.04,948870.72
5551.35,4117.4
1729327.11,1494864.31
1146514.52,676701.06
91891.17,68155.08
1933490.72,1207447.08
422494.8,283058.16
748238.15,518813.85
1167553.2,664716.36
726782.16,453868.74
1090744.8,643784.4
16943.28,12566.72
1690723.1,1271426.2
1153434.02,867384.04
1006058.48,628274.22
60561.93,41992.47
1461478,912679.5
1959086.8,1115355.64
2097685.6,1263457.34
189046.62,120728.16
241742.97,208967.37
654773.28,565998.88
1267209.92,791360.88
80471.25,59685
22252.05,16504.2
1365812.8,822642.92
1065698.56,349511.68
2096104.08,1308997.62
529283.48,366994.92
89120.16,66099.84
2989171.71,2247861.42
49532.97,36738.28
666671.61,462257.19
1264643.6,719992.28
677760.36,432828.48
806041.92,475745.76
224021.93,155332.47
898828,294784
3320633.63,2497121.26
2143783.32,1728168.32
605411.2,198553.6
462391.44,399700.24
12763.44,9466.56
524653.28,172067.84
287784.08,169857.24
5884.56,4080.24
1365896.16,872282.88
3303588.33,2663122.08
2967996.15,2565594.15
4357.11,3231.64
2025526.37,1523198.74
1437151.02,917787.36
2681110.95,2317604.95
5074174.11,3815786.22
423254,283566.8
648572.1,369247.83
2168936.49,1874871.29
1726458.64,1078157.46
294631.98,188156.64
1033470.27,833111.52
1328056.32,848117.76
268728.24,186330.96
602758.75,417941.25
8168.96,5101.44
1575780.66,1184989.32
202853.86,140654.94
238789.74,206414.54
1662671.6,1001443.99
13192.62,9784.88
90099.81,66826.44
744852.48,244285.44
1688797,961473.1
792568.22,596012.44
13660,4480
606677.82,524424.22
2186983.76,1365751.14
65179.38,48343.12
1417352,836556
2487448.32,1553388.48
38465.9,21899.57
38495.58,28551.92
958342.4,577219.36
4588425.66,3698868.16
3535860.09,3056466.89
865388.32,283816.96
360919.68,250254.72
1780950.6,1013938.38
691599.26,479541.54
756358.9,430613.47
790563.41,594504.82
4324345.2,2604597.03
469375.39,325455.81
2832147.57,2448163.97
853039.68,279767.04
287452.1,192583.82
452457.28,313725.12
481338,274037.4
2450177.44,1530113.16
1609791.12,1297701.12
481237.32,307325.76
2565926.8,1545483.77
152835.1,105972.9
914336.5,520553.95
319564.3,221579.7
124034.3,83099.06
1516034.88,968163.84
1860735.92,1162012.38
640755.5,364797.65
3327024.54,2875945.34
1389698.64,887483.52
4114344.78,3316697.28
2565934.98,2218044.58
65300.67,48433.08
1199560.72,749114.58
2886993.27,2495573.67
1670901.1,951284.53
810971.84,478655.52
311201.2,183678.6
341386.21,236710.59
1162034.56,725679.84
2040963.6,1274562.9
2791522,1681362.05
554323.14,353999.52
287307.09,248353.89
77646.24,45828.72
2075646.62,1560889.24
220226.58,190368.18
86453.9,57921.38
885495.84,290411.52
3276814,1973658.35
106254.93,79903.86
30677.04,22752.96
940536.3,555127.65
531647.2,174361.6
858285.12,281487.36
59658.78,38099.04
6396184.62,5156157.12
353514.83,265843.66
974886.88,319728.64
400620.35,268402.97
939431.9,534841.37
4283685.6,2580107.34
1784036.1,1015695.03
301394.24,98846.72
461937.96,320298.84
3369213.54,2912414.34
114829,76931.8
5631012.87,4539329.12
78288.03,58065.72
61794.9,39463.2
3566677.17,2875205.92
622572.8,374981.92
3538696.8,2131393.02
1542065.28,1243105.28
481542.48,307520.64
985984,581952
6129.75,4250.25
5982015.06,4822282.56
118318.08,69834.24
2269183.92,1417084.38
1054224.16,345748.48
1269786.1,722920.03
33839.91,25098.84
1772781.78,1532427.38
100688.9,67458.38
5774521.07,4342448.14
4707962.15,3540394.3
363134.85,243288.87
1229406.4,740483.96
293022.12,172948.86
300595.75,201389.65
372116.69,258018.51
333526.05,223451.91
195502.14,115390.17
2976894.8,1793013.97
23495.2,7705.6
811.71,602.04
313551.9,200239.2
308857.67,214155.93
4198649.28,3629394.88
4752530.58,3831158.08
4184878.4,2520594.76
1079616.51,933241.71
3968464.4,2390246.41
324795.02,225206.58
5946849.72,4793934.72
1740222,990750.6
137652.45,92222.79
1116539.6,635673.08
286977.6,192265.92
2866742.55,2478068.55
319670.65,214169.23
1780067.44,1111635.66
859330.56,548782.08
